Frame,Right Wrist X,Right Wrist Y,Right Wrist Z
0,0.4796363115310669,0.47480764985084534,-0.031328003853559494
1,0.47965601086616516,0.47463658452033997,-0.14835000038146973
2,0.48008817434310913,0.47365349531173706,-0.12688229978084564
3,0.4800550043582916,0.47147873044013977,-0.1484449952840805
4,0.48055729269981384,0.4690256714820862,-0.08559760451316833
5,0.48056963086128235,0.46618810296058655,0.05539907142519951
6,0.48642048239707947,0.46466416120529175,0.3538544178009033
7,0.4890134334564209,0.4617714285850525,0.31744053959846497
8,0.48852619528770447,0.45424240827560425,0.3829965889453888
9,0.49761244654655457,0.45277994871139526,0.504177451133728
10,0.5149134397506714,0.45115235447883606,0.7601346373558044
11,0.5139674544334412,0.4468427002429962,0.8060307502746582
12,0.5177052617073059,0.44391199946403503,0.7501696348190308
13,0.5187469124794006,0.4299359917640686,0.7236114144325256
14,0.5578216314315796,0.48848339915275574,0.7275735139846802
15,0.582149088382721,0.5192453265190125,0.6845053434371948
16,0.5646100044250488,0.5237057209014893,0.6240870356559753
17,0.5579478740692139,0.5187265872955322,0.531367838382721
18,0.5629209280014038,0.5239042043685913,0.4955534338951111
19,0.5628615617752075,0.5288617014884949,0.4206112027168274
20,0.5957879424095154,0.5364255309104919,0.4333205223083496
21,0.5967879295349121,0.5297839641571045,0.39645135402679443
22,0.6046071648597717,0.5257283449172974,0.44238004088401794
23,0.6060965657234192,0.526354968547821,0.44298145174980164
24,0.6048904061317444,0.5272089838981628,0.4474903345108032
25,0.6119664311408997,0.5262171626091003,0.5373715758323669
26,0.6197896599769592,0.5237597227096558,0.5429810285568237
27,0.6328625679016113,0.5231727957725525,0.557533323764801
28,0.633983850479126,0.524869441986084,0.622726321220398
29,0.6339855194091797,0.5264461636543274,0.6314277648925781
30,0.6396206617355347,0.5264667272567749,0.6357472538948059
31,0.636572003364563,0.527370274066925,0.6079086661338806
32,0.6350831985473633,0.527575671672821,0.6110092401504517
33,0.6339196562767029,0.5273923277854919,0.6341153979301453
34,0.6334705948829651,0.5266764760017395,0.6591969132423401
35,0.6318972110748291,0.518204391002655,0.7218316197395325
36,0.6301497220993042,0.5093585252761841,0.7160830497741699
37,0.628543496131897,0.5104755759239197,0.7618765234947205
38,0.6269780397415161,0.49731603264808655,0.7312198877334595
39,0.6264256238937378,0.49222561717033386,0.7449820637702942
40,0.622055172920227,0.4854082465171814,0.8072313666343689
41,0.610738217830658,0.5184858441352844,0.8237029314041138
42,0.6052290797233582,0.522394061088562,0.9127122163772583
43,0.5991644263267517,0.5364328026771545,0.9490100145339966
44,0.5979735851287842,0.5681239366531372,0.7055758833885193
45,0.5991156697273254,0.5644443035125732,0.7823832035064697
46,0.5995848178863525,0.5580587983131409,0.8518884181976318
47,0.5799384117126465,0.5058669447898865,1.0207977294921875
48,0.5731472373008728,0.45829689502716064,0.9329493641853333
49,0.5730730891227722,0.43986818194389343,0.6312016248703003
50,0.5495192408561707,0.4327441155910492,0.33951181173324585
51,0.49987131357192993,0.4148680567741394,-0.24547621607780457
52,0.4502074718475342,0.40390679240226746,0.21717560291290283
53,0.42457616329193115,0.3901710510253906,0.19567206501960754
54,0.4175873100757599,0.38483181595802307,0.1572531908750534
55,0.41740038990974426,0.379748672246933,0.1148982048034668
56,0.4276544153690338,0.38225337862968445,0.11151633411645889
57,0.4385669529438019,0.38520705699920654,0.08499881625175476
58,0.44718605279922485,0.3967434763908386,0.1797584444284439
59,0.49206921458244324,0.40412428975105286,0.08242155611515045
60,0.5139240622520447,0.42278337478637695,-0.3460168242454529
61,0.5431290864944458,0.44839486479759216,-0.45664387941360474
62,0.568462610244751,0.46654462814331055,-0.40374690294265747
63,0.5866696238517761,0.477169007062912,-0.2727265954017639
64,0.6089953184127808,0.4946473240852356,-0.32823896408081055
65,0.6379623413085938,0.5103692412376404,-0.2913520932197571
66,0.6501536965370178,0.5216390490531921,-0.25229573249816895
67,0.6546844244003296,0.5294885039329529,-0.2147434800863266
68,0.668908953666687,0.5402706265449524,-0.18002347648143768
69,0.6739678382873535,0.5460385084152222,-0.14296868443489075
70,0.6849995851516724,0.5533950924873352,-0.17214946448802948
71,0.6870795488357544,0.5582042932510376,-0.185399129986763
72,0.688814103603363,0.5604708790779114,-0.19072487950325012
73,0.6885645389556885,0.5636875033378601,-0.23685629665851593
74,0.685093879699707,0.5638986229896545,-0.23277367651462555
75,0.6819725036621094,0.5646969079971313,-0.4255375266075134
76,0.6763530969619751,0.5664803981781006,-0.41132640838623047
77,0.6733188033103943,0.572484016418457,-0.4476694166660309
78,0.6722358465194702,0.5787609219551086,-0.4555968940258026
79,0.6682548522949219,0.5827718377113342,-0.4843204617500305
80,0.6546217203140259,0.5884360074996948,-0.3878098130226135
81,0.6443100571632385,0.5939299464225769,-0.2029968649148941
82,0.6371290683746338,0.5996729731559753,-0.14577236771583557
83,0.6329069137573242,0.6052904725074768,-0.19005316495895386
84,0.6316844820976257,0.6052810549736023,-0.1832513064146042
85,0.6341024041175842,0.6083961725234985,-0.36030328273773193
86,0.63832026720047,0.6070468425750732,-0.3198752701282501
87,0.651045560836792,0.6050758957862854,-0.30332109332084656
88,0.6669681668281555,0.6043800115585327,-0.3328838050365448
89,0.681087851524353,0.6043193340301514,-0.38530096411705017
90,0.6952046155929565,0.6048310995101929,-0.3493323028087616
91,0.7032119035720825,0.6041795611381531,-0.4030047059059143
92,0.7100571393966675,0.6034234166145325,-0.4356425106525421
93,0.7176624536514282,0.5996392965316772,-0.45604678988456726
94,0.7244311571121216,0.5935100317001343,-0.43703147768974304
95,0.7302719950675964,0.5888727903366089,-0.3182508647441864
96,0.7329354286193848,0.5831571817398071,-0.30897945165634155
97,0.7357652187347412,0.5764037370681763,-0.06929315626621246
98,0.7363560199737549,0.572375476360321,-0.2076103240251541
99,0.7339072823524475,0.5683790445327759,-0.22765721380710602
100,0.7314065098762512,0.5662198662757874,-0.18379540741443634
101,0.7292799353599548,0.5667770504951477,-0.1103694811463356
102,0.7283425331115723,0.5679071545600891,-0.17323116958141327
103,0.7243634462356567,0.5683348774909973,-0.12617971003055573
104,0.7153115272521973,0.5659855604171753,-0.048959724605083466
105,0.7066914439201355,0.5663185715675354,-0.0821656659245491
106,0.6955292820930481,0.5669044852256775,-0.08942507207393646
107,0.6820358037948608,0.5673204064369202,-0.04866119846701622
108,0.6683169603347778,0.57274329662323,-0.06656332314014435
109,0.6623378396034241,0.5761162638664246,-0.07078687846660614
110,0.660614550113678,0.5794756412506104,-0.06077601760625839
111,0.6576758027076721,0.5816315412521362,-0.03606618195772171
112,0.6542273759841919,0.581867516040802,-0.07494613528251648
113,0.6501871347427368,0.5802078247070312,-0.26735565066337585
114,0.6468390822410583,0.5720734000205994,-0.36987432837486267
115,0.6467021703720093,0.5707895159721375,-0.439720094203949
116,0.647672176361084,0.5582128167152405,-0.4058785140514374
117,0.6456048488616943,0.546373724937439,-0.43506625294685364
118,0.6456083059310913,0.5342788696289062,-0.45629215240478516
119,0.6452153325080872,0.5202646851539612,-0.4272667169570923
120,0.6460399627685547,0.5089272260665894,-0.40352699160575867
121,0.6465041041374207,0.4924313426017761,-0.5100000500679016
122,0.645745038986206,0.48408517241477966,-0.7072105407714844
123,0.6416550278663635,0.47235432267189026,-0.6184049248695374
124,0.637019693851471,0.4663313925266266,-0.6936376094818115
125,0.629346489906311,0.4591779112815857,-0.619477391242981
126,0.6140487790107727,0.4547014832496643,-0.5346017479896545
127,0.5916221737861633,0.44715553522109985,-0.40212005376815796
128,0.5803775787353516,0.4437277615070343,-0.6490228772163391
129,0.566254198551178,0.44145551323890686,-0.7854925394058228
130,0.5479254722595215,0.4329736530780792,-0.7095111608505249
131,0.5235333442687988,0.4379049837589264,-0.5512299537658691
132,0.5068379044532776,0.44338908791542053,-0.2890622019767761
133,0.4909358322620392,0.4461227059364319,-0.3280358910560608
134,0.4721135199069977,0.4476487934589386,-0.3280964493751526
135,0.4689236283302307,0.44862064719200134,-0.36775463819503784
136,0.4671219289302826,0.4491720497608185,-0.37716156244277954
137,0.4725237190723419,0.44704845547676086,-0.390296995639801
138,0.478237509727478,0.4438219368457794,-0.4604828953742981
139,0.4829804599285126,0.4355465769767761,-0.4949427843093872
140,0.48906826972961426,0.42494019865989685,-0.5514458417892456
141,0.500819742679596,0.4094325006008148,-0.48324647545814514
142,0.5270090103149414,0.3994380831718445,-0.395012766122818
143,0.5517070293426514,0.39074981212615967,-0.25872737169265747
144,0.5622895956039429,0.37907683849334717,-0.33684319257736206
145,0.5804435610771179,0.3740990459918976,-0.26003146171569824
146,0.5924792289733887,0.3662293255329132,-0.3158405125141144
147,0.6082282662391663,0.3609272837638855,-0.2875778377056122
148,0.6217585802078247,0.35598260164260864,-0.07818020135164261
149,0.6263328790664673,0.35005465149879456,0.05305864289402962
150,0.6439879536628723,0.3568304479122162,0.10183405876159668
151,0.6529716849327087,0.35965803265571594,0.08149348199367523
152,0.6637684106826782,0.36295086145401,0.2005353569984436
153,0.6678159832954407,0.36495116353034973,0.17558933794498444
154,0.6730197668075562,0.37204065918922424,0.24811267852783203
155,0.6785165071487427,0.38330554962158203,0.329761266708374
156,0.6871525645256042,0.39174672961235046,0.6903455853462219
157,0.6911336779594421,0.4005511999130249,0.776342511177063
158,0.6972333788871765,0.4129781424999237,0.8425841331481934
159,0.701200544834137,0.4199022948741913,0.933039665222168
160,0.6984238028526306,0.42548123002052307,0.981689453125
161,0.6990240812301636,0.43269363045692444,0.8890568614006042
162,0.7010324001312256,0.44095179438591003,0.7670546174049377
163,0.7034733891487122,0.45227929949760437,0.5318612456321716
164,0.7049459218978882,0.4572196304798126,0.5719034671783447
165,0.7024495601654053,0.4646782875061035,0.7099500894546509
166,0.7049326300621033,0.4679862856864929,0.7296291589736938
167,0.6954097151756287,0.46726396679878235,0.8191074132919312
168,0.692635715007782,0.4672304093837738,0.7796757221221924
169,0.6926270723342896,0.4643145799636841,0.8691487312316895
170,0.688959002494812,0.461524099111557,1.0356414318084717
171,0.6788593530654907,0.4560200273990631,0.9747788906097412
172,0.6764973998069763,0.4404025971889496,1.0530457496643066
173,0.7134163975715637,0.4736489951610565,1.0183786153793335
174,0.7985005974769592,0.5132536888122559,0.539580225944519
175,0.8028385043144226,0.5207000970840454,0.6389150023460388
176,0.7822535037994385,0.5197893381118774,0.6868396401405334
177,0.7769466042518616,0.5120542049407959,0.7196383476257324
178,0.7709091305732727,0.5034132599830627,0.7326306104660034
179,0.7723110914230347,0.5000994205474854,0.5669200420379639
180,0.7717890739440918,0.5019227862358093,0.5416073203086853
181,0.7704028487205505,0.4799238443374634,0.48156750202178955
182,0.7677687406539917,0.3779691457748413,-0.3099432587623596
183,0.7691233158111572,0.3564069867134094,0.11495521664619446
184,0.764967679977417,0.34334516525268555,0.12676198780536652
185,0.7244694232940674,0.3011207580566406,-0.17730389535427094
186,0.6980751752853394,0.2671293616294861,0.1556045264005661
187,0.6763749122619629,0.25616133213043213,0.21098662912845612
188,0.6710883378982544,0.2531760632991791,0.18177129328250885
189,0.6691432595252991,0.2574348449707031,0.1905181109905243
190,0.6586130857467651,0.2690805494785309,0.09982642531394958
191,0.6556680202484131,0.2861189842224121,0.16269837319850922
192,0.6547811627388,0.3027276396751404,0.0987435057759285
193,0.653019905090332,0.3386797606945038,-0.31456249952316284
194,0.6526273488998413,0.37201210856437683,-0.34481123089790344
195,0.6540958285331726,0.3983684182167053,-0.20524340867996216
196,0.6566734910011292,0.4188278913497925,0.009429650381207466
197,0.6591734290122986,0.4396728575229645,-0.00037888577207922935
198,0.660392701625824,0.46006664633750916,-0.11034853011369705
199,0.6606485247612,0.4772557020187378,-0.2670918107032776
200,0.6607818007469177,0.4890088438987732,-0.3423604369163513
201,0.6614442467689514,0.4983733892440796,-0.3503763973712921
202,0.6604219675064087,0.5050026774406433,-0.37410950660705566
203,0.6568314433097839,0.5087507963180542,-0.41459813714027405
204,0.6485512256622314,0.5095646977424622,-0.4437725841999054
205,0.6353480219841003,0.5070525407791138,-0.4472770392894745
206,0.6241298913955688,0.5039200782775879,-0.4493045508861542
207,0.6049341559410095,0.5006822943687439,-0.4442867934703827
208,0.5825796127319336,0.49744707345962524,-0.46275460720062256
209,0.5586404800415039,0.49391093850135803,-0.42917487025260925
210,0.5315262675285339,0.4932084083557129,-0.41129544377326965
211,0.5064743757247925,0.48504534363746643,-0.40100571513175964
212,0.47731736302375793,0.473293274641037,-0.3809383809566498
213,0.45449936389923096,0.4680919349193573,-0.332263708114624
214,0.43263813853263855,0.4620647728443146,-0.30968838930130005
215,0.40651795268058777,0.4572314918041229,-0.26422226428985596
216,0.3912152349948883,0.45509517192840576,-0.2772582471370697
217,0.36950698494911194,0.44757577776908875,-0.20087547600269318
218,0.3515808880329132,0.44123131036758423,-0.20531095564365387
219,0.3307828903198242,0.4323481619358063,-0.16262412071228027
220,0.3171229958534241,0.42981430888175964,-0.18890339136123657
221,0.3072763979434967,0.42052319645881653,-0.1766606569290161
222,0.2936939001083374,0.41662853956222534,-0.197222039103508
223,0.28565460443496704,0.4099559187889099,-0.2962731719017029
224,0.2777619957923889,0.4073522984981537,-0.18165022134780884
225,0.2762666344642639,0.4027441143989563,-0.14203119277954102
226,0.2746843695640564,0.39897793531417847,-0.10198115557432175
227,0.26976680755615234,0.3978983461856842,0.009700709953904152
228,0.2692207396030426,0.394784539937973,0.07642658054828644
229,0.26694363355636597,0.3931175470352173,0.059590764343738556
230,0.2656433880329132,0.39135345816612244,0.05342310667037964
231,0.2642776072025299,0.39086487889289856,0.07252326607704163
232,0.2645289897918701,0.3890617787837982,0.08255878835916519
233,0.2662031054496765,0.38865479826927185,0.09220268577337265
234,0.26843053102493286,0.3881845772266388,0.11140502989292145
235,0.27043816447257996,0.3885917663574219,0.09429705888032913
236,0.27122458815574646,0.38885778188705444,0.07568430155515671
237,0.27954772114753723,0.389565110206604,0.06829123944044113
238,0.2908283770084381,0.38974806666374207,0.07977396249771118
239,0.30424562096595764,0.38979414105415344,0.06767880916595459
240,0.3154211640357971,0.3937838673591614,0.04370433837175369
241,0.32863548398017883,0.3964026868343353,0.027172483503818512
242,0.3419351875782013,0.3986424505710602,0.021984709426760674
243,0.3561598062515259,0.3993687331676483,0.07487086951732635
244,0.3648472726345062,0.40205544233322144,0.07624182850122452
245,0.3761734962463379,0.4015893340110779,0.08941184729337692
246,0.39277055859565735,0.39735597372055054,0.11560387909412384
247,0.40616199374198914,0.39186200499534607,0.13589616119861603
248,0.4164830148220062,0.38537949323654175,0.1309879720211029
249,0.4276207387447357,0.3782986104488373,0.14901921153068542
250,0.43486249446868896,0.3733193576335907,0.16509398818016052
251,0.43649372458457947,0.3693072497844696,0.1834428608417511
252,0.44466835260391235,0.3633265197277069,0.23757106065750122
253,0.45302438735961914,0.3571354150772095,0.24656036496162415
254,0.45924925804138184,0.3515799641609192,0.25893983244895935
255,0.46353253722190857,0.3467077314853668,0.2891312837600708
256,0.46148785948753357,0.3439466655254364,0.286266952753067
257,0.45893415808677673,0.34230276942253113,0.27656108140945435
258,0.45307019352912903,0.34254464507102966,0.26533621549606323
259,0.4498520493507385,0.3442637622356415,0.2558850347995758
